0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
33,33,33,33,33,33,32,33,17,32,17,34,38,38,38,38,38,38,38,38,38,38,36,38,39,39,39,39,39,39,17,36,37,37,38,39,39,39,39,38,38,38,38,38,39,39,39,39,39,18,36,37,38,38,16,37,38,39,38,38,38,38,38,38,36,36,14,36,38,38,38,39,38,38,39,38,38,38,38,38,39,39,39,38,38,39,38,38,38,39,39,39,39,39,39,39,39,39,39,39
29,32,32,32,32,32,16,32,35,35,16,33,38,37,38,38,38,38,33,36,15,36,39,38,39,37,39,39,32,38,15,36,36,38,38,39,37,39,38,38,38,36,38,38,39,38,39,39,37,15,37,14,29,36,36,14,33,15,29,36,37,36,38,38,38,38,34,14,29,36,37,14,36,29,36,36,38,39,39,39,39,33,39,34,38,39,37,38,38,39,39,39,16,15,14,30,37,15,37,16
32,32,32,32,32,32,32,35,35,35,30,37,38,38,38,38,38,38,16,18,33,38,39,39,39,16,38,39,39,39,16,38,39,39,39,39,39,16,37,36,38,38,38,38,16,37,39,39,39,17,38,39,39,39,39,14,38,39,39,39,39,38,38,38,37,38,38,14,15,33,37,15,37,38,39,38,39,39,39,14,37,38,15,37,39,15,38,14,29,15,33,38,16,37,39,16,17,33,38,38
16,32,32,32,32,16,29,29,32,16,16,29,16,15,36,37,37,38,37,34,34,36,37,38,37,39,39,39,38,37,15,36,36,36,36,32,38,38,37,36,14,32,32,36,38,39,39,37,37,15,14,30,36,31,36,14,36,29,29,31,36,38,38,36,29,36,30,30,34,38,38,38,38,39,37,38,30,14,34,38,39,39,39,34,34,39,38,38,38,38,38,39,38,39,14,38,39,39,39,39
32,32,33,32,32,33,32,33,30,35,17,34,19,36,36,37,38,38,37,37,38,38,38,38,39,18,38,39,34,36,33,38,39,39,39,38,39,39,17,36,38,38,38,38,39,38,39,39,38,20,37,35,38,38,37,33,38,18,38,37,39,38,38,38,36,38,16,30,37,38,39,37,38,38,34,38,39,39,39,39,39,39,39,38,38,38,37,38,38,38,39,39,33,30,37,39,39,39,39,17
32,32,32,32,32,32,32,35,16,32,16,34,16,37,37,38,38,38,34,15,38,38,38,15,36,38,39,39,39,16,14,36,36,36,38,39,39,39,39,38,14,32,36,38,39,36,39,39,39,34,30,36,38,38,38,14,36,31,36,38,38,38,38,38,36,38,14,27,33,34,34,14,30,34,38,38,38,38,38,32,39,37,36,38,38,37,37,34,13,16,37,38,39,39,39,38,16,37,39,16
32,32,33,32,32,31,32,30,32,35,17,34,37,37,38,37,37,33,38,38,38,38,38,35,38,37,39,39,38,39,38,39,37,37,38,39,39,39,39,38,38,38,38,38,39,39,38,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,38,36,38,38,38,39,38,38,39,38,38,37,38,38,38,38,38,39,39,39,38,38,14,37,38,38,37,38,37,38,39,39,39,39,39,39,39
32,33,33,33,33,33,33,31,35,35,32,34,38,38,38,38,38,37,38,38,38,38,38,35,39,39,39,39,39,39,38,39,38,39,39,39,37,37,39,38,32,37,38,38,39,38,39,39,39,39,39,39,39,39,39,36,39,39,38,39,39,38,38,38,37,38,38,38,37,38,39,39,39,39,39,39,33,38,39,16,37,38,39,38,39,37,37,37,36,39,39,39,38,39,38,39,39,39,39,39
32,32,32,32,32,16,32,35,35,16,16,33,37,36,37,38,38,38,38,38,38,30,37,37,38,39,39,39,34,16,37,37,38,32,38,39,16,37,38,30,14,32,14,36,38,39,39,37,39,39,16,37,39,39,39,29,29,14,36,36,36,38,38,38,38,38,38,38,32,37,38,39,38,36,33,34,38,38,38,37,39,38,39,38,38,38,37,38,38,39,35,39,16,37,38,39,39,39,39,16
32,32,32,32,32,32,32,35,35,35,30,37,16,32,36,32,38,38,18,37,38,38,39,38,39,33,38,39,39,34,36,38,38,38,38,39,39,37,38,38,38,38,38,38,39,39,39,39,39,15,14,36,30,36,38,14,29,36,36,38,38,38,38,38,38,38,36,36,38,38,38,34,37,38,39,39,39,32,14,14,37,38,38,38,14,38,38,34,38,39,37,39,39,39,34,37,38,39,39,37
32,32,32,32,32,32,32,35,16,29,16,32,37,37,38,34,38,35,16,37,38,38,38,39,39,16,37,38,17,33,16,37,34,34,39,39,38,38,39,38,14,32,36,36,39,39,37,39,39,16,37,16,33,37,39,14,36,36,36,38,38,38,38,36,36,36,14,36,15,30,30,29,37,37,33,38,39,37,39,39,39,39,36,34,38,39,14,34,34,39,39,36,39,15,14,34,37,39,39,16
32,33,34,34,33,34,33,33,17,32,32,35,36,38,38,38,38,38,38,38,38,38,38,38,39,18,37,38,39,18,18,33,37,39,39,39,39,39,39,38,27,34,38,38,39,38,39,39,39,16,16,30,38,39,39,14,38,15,32,35,38,38,38,38,37,38,13,34,38,39,39,39,39,39,39,39,39,13,34,39,39,15,34,35,13,34,36,38,38,38,38,38,38,38,14,34,37,38,38,38
32,32,33,32,32,32,32,32,32,31,17,33,33,36,38,37,38,38,38,38,38,34,38,37,38,20,38,39,20,37,20,37,37,37,39,39,38,37,30,36,38,38,39,34,39,37,38,34,38,18,33,32,37,16,36,15,15,36,38,36,38,38,38,36,36,37,14,14,30,36,36,18,37,38,38,33,38,18,37,38,39,39,39,38,38,38,38,37,38,39,37,39,39,17,17,30,37,34,39,39
32,32,32,32,32,16,16,16,29,32,16,32,38,36,36,34,37,38,16,15,32,15,33,36,37,16,38,39,17,33,15,32,36,36,38,39,37,34,37,38,14,32,36,36,39,39,39,38,37,37,15,15,32,38,39,30,14,29,36,36,38,38,38,38,34,36,30,14,36,30,14,30,37,38,16,33,38,14,38,38,39,38,14,14,32,38,37,14,34,39,35,33,37,15,15,30,38,38,39,39
32,32,32,32,32,16,32,35,30,35,16,32,16,37,37,38,38,38,37,37,15,37,39,38,39,16,38,39,33,38,15,32,36,38,39,39,39,39,38,38,38,38,36,38,39,38,39,39,39,15,37,14,29,36,38,14,36,14,30,36,38,38,38,38,38,38,14,14,14,30,14,29,36,38,38,38,38,39,39,39,39,39,39,38,38,39,38,38,38,39,39,39,35,17,16,30,38,16,37,16
32,32,32,33,33,33,33,33,33,33,35,37,19,37,37,38,38,38,38,38,38,38,37,36,39,18,37,39,39,38,34,38,38,38,38,39,33,17,37,15,15,32,15,36,16,32,36,38,39,39,38,38,38,38,38,38,38,34,36,38,38,38,38,38,38,38,36,38,38,38,38,14,33,35,14,33,37,14,31,34,39,39,36,38,13,29,12,29,27,34,34,36,39,37,27,34,38,15,38,38
32,33,33,33,33,33,32,30,29,35,17,34,33,32,37,19,38,38,32,19,37,36,35,35,38,18,37,38,39,39,18,37,38,38,39,39,37,39,34,36,36,36,32,38,39,37,39,33,32,38,39,39,33,39,37,38,39,39,39,39,39,38,38,38,36,36,14,29,30,30,38,37,37,37,39,18,38,38,36,38,39,38,15,38,38,33,38,36,36,37,39,39,38,38,18,30,33,38,39,37
33,33,34,33,33,31,32,33,35,33,31,37,19,32,37,37,38,38,38,38,38,38,38,38,39,39,39,39,39,20,38,39,39,38,39,38,39,39,39,38,15,36,36,37,39,38,39,39,39,39,20,37,38,38,39,15,29,15,36,36,38,38,38,38,36,38,14,36,14,36,36,38,38,38,17,35,34,37,38,38,39,34,39,35,37,38,38,38,38,39,39,39,16,37,38,39,39,39,39,35
29,29,32,18,32,32,33,35,35,33,32,32,31,36,36,37,38,33,37,38,36,36,34,36,39,39,37,39,39,37,37,33,17,32,35,38,39,39,33,29,27,14,27,30,14,37,38,38,34,38,16,30,37,39,39,14,27,16,30,37,38,37,37,31,29,31,12,13,15,27,34,35,38,37,38,38,38,39,38,39,39,39,39,37,38,25,34,31,35,37,37,37,37,25,15,26,34,37,38,38
29,16,32,32,32,32,29,29,16,32,32,35,15,32,37,38,38,38,37,35,32,36,36,38,37,36,39,39,38,37,14,36,36,36,36,38,32,17,35,38,14,37,38,38,15,16,35,33,37,16,14,14,33,36,36,14,29,14,36,36,38,38,38,38,36,36,14,27,37,38,39,16,33,33,34,34,14,37,38,39,39,37,36,38,38,38,29,34,34,38,39,39,16,27,28,38,38,33,39,27
32,32,33,33,32,32,32,33,29,32,17,33,37,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,38,39,39,39,38,38,38,38,38,39,38,39,39,39,39,39,39,39,36,39,37,39,39,39,39,39,38,38,38,37,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,39,39,39,39,39,39,39,39,39,39,38
32,32,32,32,32,32,32,35,17,29,17,34,38,38,38,38,37,38,38,38,38,38,37,37,38,18,38,38,38,39,39,39,39,38,39,39,37,39,38,34,36,38,38,39,39,38,39,39,39,39,39,38,39,39,39,16,38,38,39,39,39,38,38,38,36,37,38,38,37,38,38,19,38,39,38,37,39,38,39,39,39,39,39,38,38,34,37,38,36,37,38,38,39,39,39,39,39,39,39,35
29,29,32,32,32,16,16,29,16,29,16,29,15,36,32,37,37,33,16,33,15,32,37,36,39,39,39,39,17,16,14,36,36,36,38,35,34,32,37,36,34,36,34,32,15,33,37,37,37,15,32,14,36,36,36,34,30,31,36,36,38,36,36,36,36,36,34,36,37,34,34,38,36,16,16,34,14,29,27,14,30,37,32,30,14,30,14,14,30,16,16,16,16,15,30,15,27,30,16,27
16,32,32,32,31,32,31,35,16,29,31,32,16,36,36,37,32,38,16,15,38,36,32,36,38,16,37,38,39,15,37,38,39,39,39,39,37,32,38,36,38,38,34,36,39,38,39,39,39,39,39,39,39,39,39,36,37,39,33,37,39,39,38,38,36,38,38,14,31,34,38,39,36,37,37,39,39,39,36,14,30,38,36,38,38,34,37,38,38,37,37,38,37,33,16,33,38,39,39,39
33,33,33,33,33,32,32,33,17,32,35,33,38,38,38,38,38,38,38,38,38,38,38,38,39,38,39,39,39,39,39,38,38,37,39,39,39,39,39,38,15,36,36,38,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,37,38,16,33,36,38,39,37,39,38,37,39,39,16,37,38,39,18,38,38,14,36,37,39,39,39,39,38,39,39,18,38,39,39,39,19
32,32,32,32,32,32,29,35,16,35,35,35,15,36,37,38,38,38,34,15,38,38,38,37,39,16,37,38,17,38,14,36,37,38,38,38,39,39,39,38,14,29,36,36,39,38,39,39,39,15,36,30,36,36,36,14,29,36,36,38,38,38,38,38,34,34,14,14,29,31,34,37,37,37,35,34,34,34,38,38,39,39,36,37,34,38,27,32,34,38,39,39,39,15,15,34,38,39,39,33
32,33,34,34,33,33,33,33,33,33,34,37,38,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,38,39,39,38,37,39,39,38,38,38,38,38,39,38,39,39,39,39,39,39,39,39,39,38,38,39,39,39,39,38,38,38,38,38,38,38,39,39,39,39,39,36,38,38,39,39,39,39,39,39,39,39,39,37,39,38,38,39,39,38,39,39,39,39,39,39,39,39
32,32,32,32,32,32,32,35,29,29,35,37,16,37,37,37,38,38,38,38,38,38,38,38,39,16,38,39,39,39,38,38,38,38,38,39,16,36,36,38,36,34,38,38,38,14,36,36,38,38,38,38,38,38,38,15,33,38,38,38,38,38,38,38,38,38,38,38,14,33,34,14,37,37,39,38,39,39,39,39,39,39,39,38,38,38,38,38,38,39,39,39,35,38,38,38,38,39,39,39
33,34,34,34,34,34,33,34,32,35,33,33,38,38,38,38,38,38,33,38,38,38,39,39,39,18,37,38,20,20,18,33,37,37,37,39,39,17,33,36,37,38,38,38,16,37,38,39,39,20,20,20,33,37,38,16,37,17,18,33,37,38,38,38,36,38,16,29,31,33,38,39,39,39,39,39,39,16,18,18,33,38,37,38,16,37,16,29,37,39,38,39,19,18,14,29,36,14,37,38
32,32,33,33,33,32,32,35,17,32,35,33,38,38,38,38,38,38,38,33,38,38,38,39,39,39,39,39,39,39,32,38,37,39,39,39,39,39,39,38,38,38,38,38,39,38,39,39,39,33,38,39,39,39,39,38,39,39,39,39,39,38,38,38,38,38,14,14,30,37,37,34,38,37,38,38,38,36,36,14,37,37,35,38,39,16,38,16,37,16,33,38,17,38,39,33,16,30,38,16
32,32,32,32,32,32,32,35,29,32,35,37,16,36,36,38,38,38,38,38,38,38,38,38,38,16,37,39,39,39,16,37,37,39,39,38,37,39,38,38,38,14,36,36,38,38,39,39,38,37,39,39,37,39,39,38,36,38,38,38,38,38,38,38,38,38,32,37,39,38,38,37,38,39,16,14,36,36,38,38,39,39,38,14,32,38,37,34,34,39,35,38,38,34,27,38,39,39,39,39
34,34,34,34,34,37,35,35,33,33,34,34,38,38,38,38,38,38,38,38,38,38,38,38,36,39,39,39,39,39,39,38,38,38,38,38,39,39,38,38,38,38,38,38,38,39,38,38,38,38,38,38,38,34,37,38,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,38,38,39,38,38,38,39,39,39,39,39,38,38,38,39,39
32,32,32,18,32,32,32,30,17,29,32,35,17,32,36,34,38,37,33,38,38,38,39,39,39,39,38,39,39,20,37,35,37,37,38,39,39,18,17,33,16,37,38,18,20,37,38,38,37,39,20,37,39,39,39,16,37,17,29,36,38,38,38,38,36,36,38,38,39,39,39,19,38,37,39,37,39,39,39,14,30,18,30,38,38,38,15,33,34,38,37,36,39,39,39,39,39,39,39,17
29,32,32,32,32,32,18,32,35,32,30,37,38,38,36,38,38,38,38,38,38,38,37,38,39,39,39,38,39,37,36,36,36,38,38,39,39,38,38,38,38,38,38,38,39,38,39,38,39,39,38,38,38,38,38,39,39,39,38,38,38,38,38,36,36,14,36,37,37,38,32,38,38,39,39,38,38,38,36,38,39,39,38,38,33,34,35,32,38,37,37,37,39,39,38,38,38,39,39,39
32,33,33,34,34,34,34,34,33,34,34,37,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,38,38,38,38,38,39,38,39,39,38,38,38,38,38,39,38,39,39,39,39,38,38,38,38,38,39,39,39,38,38,38,38,38,38,36,37,38,39,38,38,39,39,38,38,39,38,38,38,38,38,39,39,38,38,30,37,38,39,39,39,39,39,39,39,39,38,39,38,39,39
29,32,32,32,32,33,33,31,17,32,33,33,34,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,38,38,38,39,39,38,39,39,38,36,38,38,38,39,38,39,39,39,39,39,39,39,39,39,38,39,39,39,39,39,38,38,38,36,38,36,14,30,36,39,39,39,38,39,39,39,39,39,37,39,39,39,39,39,39,39,38,38,39,37,37,39,19,19,33,38,39,39,18
32,32,33,33,32,32,32,33,17,32,35,33,34,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,37,39,39,39,39,39,37,39,39,38,38,38,38,38,39,38,39,39,37,39,39,38,39,39,39,38,39,39,39,39,39,37,38,38,36,37,14,14,30,36,37,39,39,39,38,33,38,39,39,30,38,37,38,39,39,39,39,37,38,39,39,39,39,30,33,37,39,39,39,18
32,32,33,33,33,33,33,18,29,32,35,37,38,38,38,38,38,38,38,20,37,37,38,39,39,39,38,39,39,37,39,37,37,38,39,38,39,39,39,38,38,36,38,38,38,38,39,39,39,39,36,39,39,39,39,36,37,32,38,39,39,36,36,38,36,36,36,16,38,39,38,39,39,37,33,36,38,36,38,31,38,39,39,39,39,36,39,38,39,37,37,39,39,39,39,38,36,37,39,39
32,32,32,32,32,32,32,35,16,29,32,37,38,38,38,38,38,38,16,38,38,38,38,38,39,16,37,38,17,16,16,33,38,39,39,38,37,15,38,36,36,38,38,38,39,39,39,39,39,17,16,16,33,37,38,32,37,15,29,36,38,38,38,38,36,38,38,38,39,39,39,17,38,38,39,38,39,14,16,15,33,16,36,37,14,37,14,36,37,39,39,39,17,38,39,39,39,33,38,39
32,33,33,32,32,33,33,33,33,33,33,37,38,38,38,38,38,38,38,37,38,38,36,36,39,39,39,39,39,39,20,33,37,39,39,38,37,39,39,38,36,37,38,38,39,38,39,39,39,33,37,38,35,35,39,32,36,39,39,39,39,38,38,38,37,36,16,14,30,36,16,18,37,38,18,30,31,14,36,14,33,38,37,37,39,34,38,14,30,19,35,37,33,38,39,30,16,33,38,39
32,32,33,32,33,30,32,35,32,35,33,33,30,36,36,38,37,20,33,33,37,37,37,37,39,38,39,39,37,39,38,39,39,39,39,39,38,39,37,38,38,38,30,31,37,39,39,39,38,36,39,38,39,39,39,37,38,39,38,39,39,38,38,38,36,36,36,30,38,39,39,39,38,34,37,39,39,39,39,36,36,37,33,34,38,36,30,37,35,14,37,37,35,39,38,38,39,37,39,39
32,32,32,32,32,32,16,35,16,32,35,32,16,36,36,37,38,33,38,38,38,38,38,38,39,16,37,39,39,33,14,36,34,37,38,39,39,39,39,38,14,36,36,38,39,39,39,39,39,15,15,33,37,39,39,38,39,39,33,38,39,38,38,38,36,36,14,30,31,38,39,39,39,39,39,39,39,14,37,16,37,37,38,39,16,37,39,39,39,39,39,38,33,38,34,38,39,39,39,17
32,32,33,32,33,33,29,32,35,35,33,33,38,38,38,38,36,37,38,37,38,38,39,38,39,39,39,39,39,38,38,39,39,39,37,39,37,39,38,34,34,37,35,39,39,38,39,39,39,39,39,38,38,38,38,38,38,34,38,38,38,35,38,34,34,35,34,35,39,38,34,39,38,38,38,38,38,38,38,38,38,38,38,38,38,36,38,38,38,38,38,38,38,38,38,38,38,38,38,38
33,33,33,33,33,33,33,33,35,33,33,33,30,36,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,38,39,39,39,39,39,39,38,38,38,38,38,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,35,38,27,34,39,39,39,37,39,39,39,39,39,27,34,39,39,39,39,38,13,35,38,39,39,38,39,39,39,39,36,39,38,38,38,15
32,32,33,33,33,33,33,33,17,32,35,35,38,38,38,38,38,38,38,38,38,38,38,38,39,33,39,39,39,18,18,33,38,39,39,39,39,38,32,35,38,38,37,14,37,38,38,39,39,36,16,30,35,39,39,38,39,16,37,37,39,38,38,38,38,38,13,27,27,38,39,15,38,39,39,39,13,27,34,15,34,15,34,35,13,25,25,32,35,39,39,38,33,15,13,26,37,38,38,38
32,32,32,32,32,16,16,29,16,16,32,34,16,32,32,38,38,37,16,37,34,38,32,36,38,36,38,37,39,37,38,39,37,37,38,39,39,34,37,34,36,36,38,34,39,38,39,38,34,38,35,38,37,37,39,38,36,35,38,39,39,38,38,38,38,38,34,37,38,39,39,39,39,38,37,39,39,39,39,39,39,16,37,38,37,38,38,38,38,39,37,33,17,33,38,39,37,39,39,17
32,32,32,32,32,32,31,16,29,35,35,30,15,32,36,34,37,16,32,38,38,38,34,36,38,16,36,39,38,16,32,38,39,15,38,38,33,39,39,38,14,36,36,34,32,37,39,39,33,38,16,33,33,38,39,39,37,15,36,31,36,38,38,36,29,36,36,38,39,38,34,39,37,36,16,34,34,38,34,34,38,38,38,34,38,38,38,38,34,35,16,37,16,30,37,34,38,39,39,39
29,32,33,32,33,33,32,33,35,33,33,33,38,38,38,38,38,37,38,33,38,38,38,38,39,18,38,36,18,18,14,30,27,31,35,37,38,15,38,37,34,34,34,38,39,39,39,39,39,15,14,14,32,35,35,37,39,39,38,38,38,38,38,38,32,37,38,38,39,38,38,39,38,38,39,39,25,38,15,15,34,37,37,37,38,14,37,38,38,37,37,38,38,38,38,38,38,15,37,15
32,33,34,34,34,34,34,34,33,33,34,37,19,36,36,38,38,37,38,38,38,38,38,38,39,39,39,39,38,20,17,32,36,37,38,37,39,39,39,38,34,36,38,38,39,39,39,38,39,18,16,33,36,38,38,34,38,14,36,36,38,38,38,38,36,35,14,33,14,34,38,38,38,38,39,38,38,38,38,38,39,16,38,38,38,39,38,38,38,38,38,39,16,38,39,39,39,39,39,15
29,32,32,30,32,32,16,32,29,15,32,35,36,38,38,38,38,38,16,29,14,29,36,38,39,37,38,39,39,16,27,38,39,39,38,39,34,37,15,29,33,14,34,14,30,34,39,37,39,39,16,30,38,39,39,14,37,16,37,38,39,38,38,38,38,34,34,13,14,27,34,39,38,38,39,37,15,34,39,37,39,33,38,34,38,34,32,38,38,33,37,37,38,37,24,24,33,37,38,15
32,32,33,33,33,33,33,33,17,29,35,34,32,36,37,38,38,38,37,38,34,38,38,38,39,39,39,39,39,20,17,32,36,36,36,39,36,36,38,38,15,36,36,37,39,16,36,36,38,16,16,33,14,36,38,16,33,18,33,38,39,38,38,38,36,38,31,14,31,36,38,14,34,38,15,35,35,34,38,14,37,38,37,38,38,39,38,38,38,39,39,39,39,39,38,35,38,39,39,16
32,32,33,32,32,32,32,32,17,32,31,32,32,36,38,38,33,33,37,37,38,38,37,32,38,18,37,38,39,35,32,36,36,32,38,35,38,39,16,36,36,30,36,36,38,38,39,39,39,33,16,29,36,36,37,34,36,14,29,29,36,36,38,37,36,36,32,36,38,38,38,39,38,39,33,35,34,38,38,38,39,39,39,38,38,38,37,38,35,39,39,39,16,38,33,38,39,39,39,27
32,32,32,32,32,32,32,35,16,32,29,29,14,36,36,38,38,38,38,38,38,38,38,38,39,38,39,39,39,39,39,39,38,39,39,39,38,38,39,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,38,38,39,39,39,39,34,38,38,34,34,38,38,38,39,39,39,39,38,39,39,39,39,39,13,38,34,38,39,39,38,39,38,38,38,39,39,39,39,39,39,38,38,38,15
32,32,33,33,32,32,33,31,17,31,17,29,19,37,37,38,38,38,38,38,38,38,38,38,39,18,35,38,39,20,17,36,36,36,38,39,38,39,39,38,15,32,36,36,38,39,39,39,39,18,16,33,36,38,38,14,36,14,14,29,36,38,38,38,36,36,14,14,29,34,35,38,38,39,16,35,38,38,38,14,37,38,39,38,38,38,37,38,38,39,38,39,39,15,34,38,39,39,39,15
34,33,34,34,34,33,33,33,33,33,17,34,33,36,37,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,38,38,38,38,38,39,39,39,39,38,38,38,38,38,39,39,39,39,38,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,38,38,36,39,38,39,39,39,39,39,39,39,39,39,39,38,38,39,38,38,38,39,39,39,39,39,39,38,39,39,39,39
32,32,32,32,32,32,30,18,32,35,30,34,19,36,37,38,38,37,38,20,37,38,39,33,38,39,39,39,39,39,35,38,38,36,36,39,39,39,39,38,34,36,36,38,39,39,39,36,37,39,37,38,38,38,38,30,36,38,38,38,38,38,38,38,38,38,38,39,38,38,14,37,36,38,18,37,34,38,39,38,39,39,37,38,38,39,34,38,35,36,37,14,30,38,32,34,38,34,39,37
32,32,33,33,32,32,32,35,30,32,17,29,37,38,38,38,38,38,38,38,38,38,38,39,39,36,38,38,39,38,39,38,38,37,39,37,38,18,37,36,17,36,37,38,20,35,38,39,39,39,37,39,39,39,39,37,38,39,39,39,39,38,38,38,36,38,16,30,36,37,34,18,33,33,18,33,38,39,39,38,39,36,17,38,38,39,39,38,37,38,39,36,39,39,39,39,39,39,39,37
33,33,34,34,33,34,33,35,33,33,35,37,19,32,36,38,38,38,38,38,38,38,38,38,39,33,39,39,39,39,36,38,38,38,38,39,37,39,39,38,38,38,38,38,39,39,39,39,39,39,38,38,38,38,38,16,37,38,38,38,38,38,38,38,36,38,34,38,38,38,38,38,38,38,17,34,35,38,38,38,39,39,39,38,38,39,38,38,38,39,39,39,39,39,15,37,38,39,39,39
29,32,32,32,32,31,32,33,17,17,29,29,37,36,38,32,38,38,33,36,38,38,38,38,33,18,37,39,38,38,35,39,39,38,38,39,34,39,39,34,15,15,32,35,39,39,39,39,39,39,38,39,38,36,39,36,39,39,38,38,38,38,38,38,36,38,38,14,37,38,37,39,39,37,39,36,39,36,39,38,39,39,38,34,37,37,38,18,37,39,39,39,39,39,39,39,38,37,37,38
33,33,33,33,33,32,32,35,35,31,30,37,38,38,38,38,38,38,19,36,38,38,38,38,39,39,39,39,39,17,36,36,38,38,39,39,39,39,37,36,37,38,36,30,38,39,39,39,39,39,18,37,39,39,39,39,39,39,38,38,38,38,38,38,36,38,14,30,37,36,38,39,39,39,39,39,39,19,30,19,37,30,37,36,14,30,14,37,38,39,38,39,39,39,17,38,14,14,15,15
32,33,33,32,32,33,32,35,31,31,29,32,17,36,38,38,38,38,35,38,37,38,39,39,39,37,39,39,39,39,39,39,39,38,39,39,39,34,17,36,38,38,38,32,34,38,39,39,39,39,38,39,39,39,39,37,39,38,39,39,39,38,38,38,38,38,16,37,38,39,38,15,37,36,34,18,37,14,14,30,38,15,33,38,39,36,38,14,36,36,38,39,39,39,39,36,37,39,39,39
32,32,32,32,32,32,16,32,32,16,29,32,34,37,37,33,33,16,33,34,36,36,37,38,15,38,35,38,39,34,38,34,16,37,38,16,32,15,36,32,37,38,38,14,37,36,34,39,37,39,16,32,16,33,15,15,15,16,33,36,38,38,38,38,38,34,30,37,33,33,16,17,33,16,33,37,38,37,39,39,34,38,34,36,37,38,36,36,37,39,39,33,17,33,16,33,37,38,39,39
32,32,32,32,32,16,32,35,35,31,16,34,16,15,36,38,38,37,37,36,15,15,15,36,33,16,37,39,17,32,15,32,36,36,33,16,16,15,37,32,36,32,36,34,39,38,39,39,39,15,33,14,14,29,36,29,14,14,29,36,36,36,38,38,36,38,14,14,14,30,32,15,37,37,16,33,34,38,39,39,39,39,39,38,30,38,37,30,34,39,17,29,16,17,16,30,38,16,37,27
32,32,32,32,32,31,32,16,29,29,15,29,32,36,37,34,38,38,16,32,14,32,37,36,39,33,38,38,17,34,14,32,36,36,38,39,39,38,15,36,34,36,36,29,38,37,39,37,39,15,37,14,29,36,38,36,36,14,36,36,38,38,38,34,38,38,14,14,27,27,34,39,34,29,34,38,38,38,39,39,38,39,39,38,34,38,38,38,37,39,37,28,15,14,13,27,36,13,27,27
32,32,32,32,32,32,32,35,16,29,14,32,36,37,38,38,38,38,34,38,38,38,38,38,39,38,39,39,39,39,37,39,39,39,39,39,39,15,37,34,14,27,34,34,14,37,39,39,39,16,37,38,39,39,39,15,37,38,39,39,39,38,38,38,34,38,13,13,13,27,34,38,38,37,39,39,39,39,39,39,39,38,33,38,39,13,34,25,12,13,26,34,13,34,37,15,15,26,37,37
29,32,32,32,33,33,18,35,32,33,17,32,38,38,38,38,38,37,38,38,38,38,39,38,39,39,39,39,39,39,38,38,38,36,39,39,39,39,39,38,38,38,38,38,39,38,39,39,39,39,39,38,36,36,38,38,38,38,38,38,38,38,38,36,36,38,38,38,39,38,38,39,30,34,35,38,38,39,39,39,39,39,39,38,38,39,38,38,38,39,39,39,39,38,39,39,39,37,27,38
30,32,32,33,32,32,18,18,32,17,32,35,36,38,38,38,38,38,38,38,38,38,36,38,38,38,39,39,39,39,39,39,39,39,39,39,39,37,39,34,31,36,30,36,39,39,39,39,37,39,39,39,38,38,39,38,39,39,39,39,38,39,39,39,39,39,36,39,38,39,39,38,35,39,39,38,36,37,37,38,39,32,38,39,39,39,39,39,38,14,38,38,39,38,39,38,39,38,37,39
32,32,32,32,32,32,32,35,29,35,16,33,16,32,37,38,38,38,38,38,38,38,38,38,39,16,37,39,39,39,39,39,39,39,39,38,39,39,39,38,14,36,38,38,39,38,39,39,39,39,39,39,39,39,39,38,39,15,36,36,38,38,38,38,36,38,38,38,32,37,38,15,37,38,16,36,36,38,38,38,39,39,39,38,38,39,38,38,38,39,39,39,17,37,38,39,39,39,39,17
34,34,34,34,34,34,32,33,33,34,17,32,17,32,36,38,38,37,38,38,38,38,38,38,39,39,39,39,39,33,39,37,39,39,39,39,39,39,34,37,38,38,38,36,39,39,39,39,39,39,20,37,38,39,39,15,36,15,29,36,38,38,38,38,37,38,38,38,36,38,38,39,38,39,37,19,38,39,39,39,39,38,39,38,38,39,38,38,38,39,39,39,17,37,39,39,39,39,39,17
